,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
14964,L_gUuC0u7lVSl6OtUSMl-w,"""Natural Sushi Japanese Restaurant""",Downtown Core,"""714 Yonge Street""",Toronto,ON,M4Y 2B3,43.668287,-79.3861968,3.0,65,1,Japanese;Restaurants;Sushi Bars
14965,KDxN6LT95YIKUc2-Cpgc2A,"""Mr Souvlaki""",Entertainment District,"""200 Front St W""",Toronto,ON,M5V 3K2,43.6449355,-79.386151,3.0,8,1,Restaurants;Fast Food;Greek
14967,TJseLzjLO8F1Vq79_Obgyg,"""Kaffebar""",The Junction,"""2830 Dundas Street W""",Toronto,ON,M6P 1Y7,43.6655224,-79.4637814,4.5,18,1,Coffee & Tea;Restaurants;Cafes;Food
14970,hSep-C-1JSC8c_8tR96etQ,"""The Second Cup""",Deer Park,"""1560 Yonge St""",Toronto,ON,M4T 2S9,43.6895611,-79.3950445,3.0,5,1,Coffee & Tea;Food
14974,M5JxDE66OfalxhGHALJfpQ,"""Ezra's Pound""",The Annex,"""238 Dupont Street""",Toronto,ON,M5R 1V7,43.675225,-79.4058664,3.5,76,1,Food;Coffee & Tea
14976,15SZ_CzigAyVUbsijFFQJg,"""Sushi Box""",Discovery District,"""891 Bay St""",Toronto,ON,M5S 3K5,43.6628953,-79.3865166,4.0,30,1,Japanese;Restaurants
14979,aDWOXQVSvRPOpqcJ1ja0_Q,"""New York Subs & Burritos""",Alexandra Park,"""520 Queen Street W""",Toronto,ON,M5V 2B3,43.6477808,-79.4018524,4.0,75,1,Mexican;Sandwiches;Specialty Food;Indian;Kebab;Ethnic Food;Food;Restaurants
14981,v8m01WPjHZuHCzyobW6SvA,"""Teriyaki Experience""",,"""70 Weston Road""",Toronto,ON,M6N,43.6742431,-79.4694314,2.5,4,1,Restaurants;Japanese
14989,w7DEm_2Gj_xF0qeRdbZn3A,"""Crazy Don""",Willowdale,"""5175 Yonge Street""",Toronto,ON,M2N 5P5,43.7699835675,-79.4127663751,3.0,82,1,Korean;Japanese;Restaurants
14990,2-0Z3UeQZ_Mx98m8Dv3oeQ,"""Aria Ristorante""",,"""25 York Street""",Toronto,ON,M5J,43.6434168969,-79.3805038909,2.5,68,1,Italian;Restaurants
14994,BnkPGoz3wzqqq8tYU1ghSA,"""JR Sweets""",,"""522 Oakwood Ave""",Toronto,ON,M6E 2X1,43.6919708,-79.440538,4.5,7,1,Food;Ice Cream & Frozen Yogurt
14999,0vtE3wp8gUZzlHsgx_96pA,"""Ali Baba's Middle Eastern Cuisine""",Bloordale Village,"""1283 Bloor St W""",Toronto,ON,M6H 1N7,43.6583126,-79.442461,4.0,21,1,Restaurants;Middle Eastern
15000,725JDJNs4lmn8a35PGliKA,"""Good Cheese""",Riverdale,"""614 Gerrard Street E""",Toronto,ON,M4M 1Y3,43.6658712,-79.351462,5.0,3,1,Nightlife;Specialty Food;Bars;Beer Bar;Food;Cheese Shops;Wine Bars
15001,yx09NEtQQ5RGuS1hadd5qA,"""Ritz Caribbean""",East York,"""3003 Danforth Avenue""",Toronto,ON,M4C 1M9,43.6907493385,-79.2890505865,3.5,10,1,Food;Seafood;Restaurants;Caribbean;Desserts
15002,kB5Ow6V9b23dETFpGAL1Hg,"""Faith Culture""",Scarborough,"""45 Milner Avenue, Suite 102""",Toronto,ON,M1S,43.7830557,-79.252781,3.5,4,1,Cafes;Flowers & Gifts;Community Service/Non-Profit;Shopping;Books;Mags;Music & Video;Local Services;Gift Shops;Restaurants;Bookstores
15004,QX5Y_BIxlMG3B3vV1zx1Gw,"""Cherry Street Bar-B-Que""",,"""275 Cherry Street""",Toronto,ON,M5A 3L3,43.6454592,-79.3525037,4.0,91,1,Barbeque;Restaurants
15007,DVSjELDrkd0Alo7AVPGxTA,"""Habibi Shawarma""",Parkdale,"""1214 King Street W""",Toronto,ON,M6K 1G4,43.6389542,-79.4279631,4.0,19,1,Restaurants;Middle Eastern
15009,F-bdXFkJwwENiNpMTG2ntQ,"""The 3 Brewers""",Downtown Core,"""275 Yonge St""",Toronto,ON,M5B 1N8,43.6555082,-79.380466,3.0,231,1,Pubs;Restaurants;Food;Breweries;Nightlife;Bars;Burgers
15011,TG-5UF3tHSP9xSq5L6b1Zg,"""Heart Sushi""",,"""1800 Sheppard Avenue E""",Toronto,ON,M2J 5A7,43.777442469,-79.3438917026,2.5,36,1,Sushi Bars;Japanese;Restaurants
15016,1laaO5PS8fLK5kPTkSSYsw,"""Shoeless Joe's Sports Grill - Queens Quay""",Harbourfront,"""249 Queen's Quay W, Unit #3""",Toronto,ON,M5J 1B5,43.6388023224,-79.3859335082,2.5,48,1,Wigs;Restaurants;Nightlife;Burgers;Chicken Wings;Shopping;Sports Bars;Canadian (New);Bars
15017,wjSZdl39Ifo_2pVNTCxUZA,"""De La Mer""",Riverdale,"""189 Danforth Avenue""",Toronto,ON,M4K 1N2,43.6763879,-79.356234,4.5,8,1,Seafood Markets;Specialty Food;Food
15022,mXvWf2_sXWNaLRsBo4O5Eg,"""J's Apron""",,"""96 Harbord Street""",Toronto,ON,M5S 1G6,43.6629338716,-79.4032603875,4.5,14,1,Food;Italian;Coffee & Tea;Restaurants;Japanese;Breakfast & Brunch
15027,DBzIH3gX6Qf2hedvHb02UA,"""Ali Baba's Restaurant""",Etobicoke,"""229 Rexdale Boulevard""",Toronto,ON,M9W 1P7,43.7126504,-79.5759965,4.0,13,1,Restaurants;Mediterranean;Middle Eastern
15035,ZztPR3OnI8hlKerG5e72hQ,"""Bar Neon""",Bloordale Village,"""1226 Bloor Street W""",Toronto,ON,M6H 1N3,43.6591711775,-79.4392633438,4.0,53,1,Food;Restaurants;Tapas Bars;Beer;Wine & Spirits;Tapas/Small Plates
15038,tWdp26XQEJqJGnRmFVJQxA,"""Mangia & Bevi""",Corktown,"""260 King Street E""",Toronto,ON,M5R 4L5,43.6522238966,-79.3663072586,4.0,148,1,Italian;Restaurants;Pizza
15039,6tFbsJuIarw6vawDOZ9GkA,"""Pizza Hut""",Bloor-West Village,"""2100 Bloor Street W""",Toronto,ON,M6S 4Y7,43.6526178,-79.4708935,2.5,9,1,Italian;Pizza;Restaurants;Chicken Wings
15040,60kI2sFZCJO7X-r7tbkFVQ,"""Beer2Beer""",Kensington Market,"""319 Augusta Avenue""",Toronto,ON,M5T 1N9,43.6569165,-79.402666,3.0,4,1,Pubs;Gastropubs;Nightlife;Breakfast & Brunch;Beer Bar;Canadian (New);Restaurants;Bars
15048,jTaOAFEy7_k--nmR14fBug,"""McDonalds""",,"""2625f Weston Road""",Toronto,ON,M9N 3W1,43.7116269,-79.5353298,1.5,18,1,Restaurants;Fast Food
15049,-aKf_aT5vnmF2XcNKfb0eA,"""Kottu Kadai""",Scarborough,"""3351 Markham Road""",Toronto,ON,M1X 0A6,43.8363519,-79.2504694,3.5,7,1,Indian;Restaurants;Food;Sri Lankan;Specialty Food
15053,9xPK9u_AGM1sxoG2CU9psA,"""Golden Wok Chinese Restaurant""",,"""94 Halsey Avenue""",Toronto,ON,M4B 1A9,43.6995803,-79.2973766,4.0,12,1,Chinese;Food;Food Delivery Services;Restaurants
15055,rGZtr_ZfOVfmj9aTLV11Rw,"""Harvey's Restaurants""",,"""1791 Ave Rd""",Toronto,ON,M5M 3Z3,43.730173,-79.418561,3.0,8,1,American (Traditional);Restaurants;Burgers;Fast Food
15057,-BAUrljU90RNV-hkokLhXA,"""Godspeed Brewery""",Upper Beach,"""242 Coxwell Avenue""",Toronto,ON,M4L 3B2,43.6726566501,-79.3190997094,3.5,17,1,Breweries;Bars;Food;Gay Bars;Nightlife
15062,zc1ar3nRmsX5bjRCn9A13g,"""Timothy's World Coffee""",Yonge and St. Clair,"""1407 Yonge St""",Toronto,ON,M4T 1Y7,43.6873433,-79.3936116,3.0,3,1,Food;Coffee & Tea
15063,P4OzEURscZZazvRq-fL3qg,"""Paint Cabin""",Riverdale,"""723 Gerrard Street E""",Toronto,ON,M4M 1Y5,43.6663445,-79.3477635,5.0,6,1,Social Clubs;Education;Restaurants;Bars;Wine Bars;Event Planning & Services;Arts & Entertainment;Cafes;Food;Coffee & Tea;Venues & Event Spaces;Art Classes;Nightlife
15064,Sc4pUTYgI7FQb1i8aa0csg,"""Churrasco of St Clair""",Wychwood,"""679 St Clair Ave W""",Toronto,ON,M6C 1A7,43.6816291,-79.425331,3.5,34,1,Restaurants;Portuguese;Barbeque
15066,oZyaFqZYf0eqKRiP-aY81Q,"""Pho Vietnam""",Milliken,"""3262 Midland Avenue""",Toronto,ON,M1V 4W7,43.8048113,-79.2868527,3.5,98,1,Restaurants;Vietnamese
15068,TR6vgFkV1RNv7uPyOSBzjw,"""The Four Seven""",Bloordale Village,"""1211 Bloor Street  W""",Toronto,ON,M6H 1N4,43.6588209,-79.4399888,4.5,25,1,Bars;Tapas/Small Plates;Restaurants;Food;Nightlife;Beer;Wine & Spirits
15069,t-UBWPiyUgXNC7T9-haVHA,"""Seafront Fish Market""",St. Lawrence,"""93 Front Street East""",Toronto,ON,M5E 1C3,43.6490516,-79.3717741,4.0,7,1,Seafood Markets;Food;Specialty Food
15070,cUvCVDTnYosaf8dir936Ew,"""Figs Breakfast & Lunch""",Corktown,"""344 Queen Street E, Unit 4""",Toronto,ON,M5A 1S8,43.6558148,-79.3647133559,3.5,101,1,Restaurants;Breakfast & Brunch
15073,mw69E3vLAbN-ra92f5Y8ZQ,"""Black Cat Espresso Bar""",Dufferin Grove,"""1104 College Street""",Toronto,ON,M6H 1B3,43.6527051,-79.4323481,4.5,44,1,Sandwiches;Food;Cafes;Breakfast & Brunch;Coffee & Tea;Restaurants
15074,7xHhVn27WxjdPNsfLYQz5w,"""Omg Oh My Gyro""",Queen Street West,"""155 John Street""",Toronto,ON,M5V 2Z5,43.6502288,-79.3910112,4.0,42,1,Kebab;Mediterranean;Halal;Falafel;Restaurants;Wraps;Fast Food
15076,pGR5DKBdLz_QpEvDDel_MA,"""Spice Heaven""",The Danforth,"""1475 Danforth Avenue, Toronto M4j1n5""",Toronto,ON,M4J 1N5,43.6828108943,-79.325876981,3.5,3,1,Indian;Pakistani;Restaurants
15078,tZkUF9LI9oxtNsZtsbpfVg,"""New Generation Grill Fusion""",The Annex,"""486 Bloor Street W""",Toronto,ON,M5S 1X8,43.6654698,-79.4096331,4.0,65,1,Japanese;Restaurants;Korean
15080,3jNJMmPNWl6SQD_98fz-bQ,"""Subway""",Willowdale,"""15 Finch Avenue W, Unit A""",Toronto,ON,M2M 4G6,43.7791879,-79.4169434,2.0,7,1,Fast Food;Sandwiches;Restaurants
15083,rROS_gXxt9UbD7peptH3vA,"""Nuthouse""",Bloordale Village,"""1256 Bloor St""",Toronto,ON,M6H 1N8,43.6590761,-79.4404787,4.0,14,1,Health Markets;Grocery;Specialty Food;Food
15085,BhRNDzDD4xpYTT2wI4gRng,"""Kohinoor Foods""",,"""1438 Gerrard St E""",Toronto,ON,M4L 1Z8,43.6725489,-79.3217747,4.5,10,1,Food;Specialty Food;Grocery;Ethnic Food
15086,-gBRmZwDhsooJzf1I7uPyg,"""Keele Ur Hunger""",The Junction,"""2798 Dundas Street W""",Toronto,ON,M6P 1Y5,43.6655097,-79.4627296,3.0,8,1,Restaurants;Pizza
15087,fJ-2acaqvWOsujUTAJB-ew,"""Raijin Ramen""",Downtown Core,"""24 Wellesley Street W""",Toronto,ON,M4Y 2X6,43.6648437,-79.3859297,3.5,304,1,Noodles;Ramen;Japanese;Restaurants
15088,bLIcSIyyAuLTIBIQKRyQUw,"""The Junction Grill""",The Junction,"""390 Pacific Avenue""",Toronto,ON,M6P 2R1,43.6651845,-79.4686334,3.5,28,1,Breakfast & Brunch;Creperies;Coffee & Tea;Desserts;Food;Portuguese;Restaurants;Sandwiches
15094,rOyzxtWGekcMBc4aNinZjg,"""Bistro Grande""",,"""1000 Eglinton Avenue W""",Toronto,ON,M6C 2C5,43.7003475,-79.4296338,3.0,7,1,Italian;Restaurants
15097,5NUCg2n4VLYULFPWKC_vTA,"""Two Moms Baked Goods""",,"""970 Eglinton Ave""",Toronto,ON,M6C 2C5,43.7004012,-79.429034,2.5,4,1,Food;Bakeries
15101,rnjFHvb1I-KlnGvv_o_Zxg,"""Life is Sweet""",The Beach,"""2345 Queen Street E""",Toronto,ON,M4E 1H2,43.6721250003,-79.2894608006,4.0,9,1,Food;Desserts;Bakeries
15103,88CfjBRaaicoWpRXU33o6A,"""Odile Chocolat""",Little Italy,"""829 Dundas Street W""",Toronto,ON,M6J 1V4,43.6515688,-79.4091683,4.5,7,1,Specialty Food;Chocolatiers & Shops;Food
15105,_GcwekcMxD6_EvlSgq5oJA,"""Independant City Market """,,"""1022 King Street W""",Toronto,ON,M6K 3N3,43.6415484448,-79.415282829,3.0,17,1,Food;Grocery
15110,Yg0447fZUQrPfUNBt225iA,"""Big Johnson's""",Church-Wellesley Village,"""477 Church Street""",Toronto,ON,M4Y 2C6,43.6648084174,-79.3803861184,2.0,4,1,Comfort Food;Restaurants;Chicken Wings;Burgers
15118,n8SkbCrvuwv1iHJyY4pnzw,"""Pizzaville""",The Beach,"""1971 Queen Street E""",Toronto,ON,M4L 1H9,43.6696764427,-79.3010923639,2.5,3,1,Pizza;Restaurants
15122,zA6gnF5aPBGoOm6uIbKt-A,"""Yuzu No Hana""",Entertainment District,"""236 Adelaide Street W""",Toronto,ON,M5H 1W7,43.6483462,-79.3883282,4.0,442,1,Sushi Bars;Restaurants;Japanese
15123,n_D9ni3-b7AfKH8AnCZp0A,"""Yogi's Pizza & Wings""",Scarborough,"""400 Sewells Road, Unit 4""",Toronto,ON,M1B 5H3,43.8167978,-79.2109156,3.5,6,1,Food;Restaurants;Chicken Wings;Local Flavor;Pizza
15124,aAYl1-tsvP9Kzs7YESi8Rg,"""Electric Mud BBQ""",Parkdale,"""5 Brock Avenue""",Toronto,ON,M6K 1L4,43.6420637,-79.4324,4.0,227,1,Barbeque;Desserts;Sandwiches;Food;Restaurants
15125,_AiqOS8io_reYZri1OeP1g,"""Qualitea""",Queen Street West,"""469 Queen Street W""",Toronto,ON,M5V 2A9,43.6483315,-79.3974594,4.0,15,1,Chinese;Restaurants;Food;Bubble Tea
15127,_ahgIGB3sl5nNYa6WPPAdg,"""ASA Sushi""",,"""18 Jane Street""",Toronto,ON,M6S 3Y2,43.6497699,-79.4849799,3.5,48,1,Japanese;Sushi Bars;Restaurants;Thai
15128,6md5a6HzI8oKkBTaOecygg,"""EPIC Restaurant""",Financial District,"""The Fairmont Royal York, 100 Front Street W""",Toronto,ON,M5J 1E3,43.6456407034,-79.3822395802,3.5,70,1,Canadian (New);American (New);Restaurants;Seafood
15130,C0R4f8Kp9FF8knaZGZLWsg,"""Starbucks""",Lawrence Park,"""3050 Yonge Street""",Toronto,ON,M4N 2K4,43.7249699101,-79.4023513626,4.5,3,1,Coffee & Tea;Food
15131,oOGLDf2rzeCPS7UQ8hhPlQ,"""SU&BU""",Entertainment District,"""106 John Street, Unit B""",Toronto,ON,M5H 1X9,43.6472448,-79.3901579,4.0,125,1,Restaurants;Sushi Bars;Japanese;Asian Fusion;Mexican
15134,tpoSNhUvEUBNMpcuP331mg,"""Harry's Char Broil & Dining Lounge""",Parkdale,"""160 Springhurst Avenue""",Toronto,ON,M6K 1C2,43.6366117,-79.4370059,4.0,30,1,Breakfast & Brunch;Burgers;Nightlife;Restaurants;Diners
15135,kqW_BKO3XCOx8ifbzQsnGA,"""McDonald's""",The Danforth,"""1735 Danforth Avenue""",Toronto,ON,M4C 1H9,43.6837856,-79.3206366,3.0,12,1,Fast Food;Restaurants;Burgers
15140,2dSXKC4BQUFSqsiziNFwtA,"""Old Neighbour Restaurant""",Scarborough,"""25 Glen Watford Drive""",Toronto,ON,M1S 2B7,43.7871559,-79.2760068,4.0,17,1,Chinese;Restaurants
15142,0K-XQZRh_56WCky5REiHmQ,"""D Pavilion Restaurant Lounge""",Scarborough,"""3300 Lawrence Avenue E""",Toronto,ON,M1H 1A6,43.7579944796,-79.2361140909,3.5,3,1,Restaurants;Nightlife;Lounges;Bars;Sports Bars;Caribbean
15143,7DhCYZepEWgSoaFay9fzLQ,"""Starbucks""",University of Toronto,"""1 King's College Circle""",Toronto,ON,M5S,43.6606985308,-79.3928813709,3.5,4,1,Food;Coffee & Tea
15145,VEgaaQuYvdD32gjNAjT_vg,"""Little Caesars""",Scarborough,"""2065 Lawrence Avenue E""",Toronto,ON,M1R 2Z4,43.7454737,-79.2939278,4.0,4,1,Pizza;Food Delivery Services;Food;Restaurants
15147,yJ21pyGQmCPqEBxt6rTKEw,"""Villa Madina""",,"""16  Mallard Road, Unit 4 -17""",Toronto,ON,M3B 3N1,43.7477321,-79.3487512,1.5,4,1,Food;Donairs
15149,w7DcMuJztUPtfTG3gCWsSg,"""Fit For Life""",Downtown Core,"""Commerce Court, 199 Bay St""",Toronto,ON,M5J,43.6482347,-79.3795255,2.5,9,1,Vegetarian;Sandwiches;Breakfast & Brunch;Restaurants
15151,OS5IyYEXgYV9_Z0iS4MkOw,"""Yip's Kitchen""",St. Lawrence,"""St. Lawrence Market, 92 Front Street E, Lower Level""",Toronto,ON,M5E 1C4,43.6496845,-79.3719613,3.5,7,1,Canadian (New);Chinese;Restaurants;Asian Fusion
15156,cz1rt787SUMvCDq1tRpHrw,"""DAVIDsTEA""",Queen Street West,"""278A Queen Street W""",Toronto,ON,M5V 2A1,43.649222,-79.3949696,4.0,65,1,Food;Tea Rooms;Coffee & Tea
15157,sizDIacOnwzgDjKuhyNZqw,"""HCafe Japanese Cafe""",,"""4750 Yonge Street, Unit 119""",Toronto,ON,M2N 5M6,43.7602117,-79.4114947,3.0,25,1,Cafes;Food;Restaurants;Japanese;Desserts
15165,zcSJjgxwGtcFgCvqSsULaA,"""Debe's Roti & Doubles""",,"""2881 Jane Street""",Toronto,ON,M3N 2J5,43.7523768,-79.5163725,5.0,6,1,Bars;Nightlife;Lounges;Restaurants;Caribbean;Cafes
15166,WroANm_x9jIO_tr_Wf8Dkg,"""My Thai By The Lake""",Etobicoke,"""3583 Lake Shore Boulevard W""",Toronto,ON,M8W 1P5,43.5941456748,-79.5343718427,4.5,9,1,Thai;Restaurants
15167,t_OE7pddZoutbRtq1Pd6bg,"""Liberty Commons at Big Rock Brewery""",Liberty Village,"""42 Liberty Street""",Toronto,ON,M6K 3E7,43.6383296,-79.4211346,3.5,30,1,Food;Nightlife;Bars;Breweries;Pubs;Beer Bar
15168,eryI97Mlqac45wti3MTqSw,"""The Good Press""",Yorkville,"""87 Yorkville Avenue""",Toronto,ON,M5R 1C1,43.6712058,-79.3913522,3.5,35,1,Juice Bars & Smoothies;Organic Stores;Food
15172,_3lIBvmGuRzry5FNN1WprA,"""Jule""",Church-Wellesley Village,"""20 Carlton Street""",Toronto,ON,M5B 2H5,43.6616374,-79.3816808,3.5,152,1,Restaurants;Desserts;Cafes;Coffee & Tea;Food;Tea Rooms
15173,BDaWhBjEF23ucDjy353-GA,"""Pho Lien""",,"""1300 Finch Avenue W""",Toronto,ON,M3J 3K2,43.7648338,-79.4898877,4.0,6,1,Vietnamese;Restaurants
15175,ukAUNyzUcBA4Su8UKjaJKg,"""7 Numbers Restaurant""",,"""516 Eglinton Avenue W""",Toronto,ON,M5N 1A5,43.7035217,-79.4137086,4.0,90,1,Italian;Restaurants
15180,QWbRrFpE-xXAToUbO83Djg,"""Duff's Famous Wings""",Palmerston,"""558 College Street""",Toronto,ON,M6G 1B1,43.65575,-79.412231,3.5,102,1,Restaurants;Chicken Wings
15181,tcRiN4xqcMrH9aGETPnlkw,"""Nick's No Frills""",Scarborough,"""3850 Sheppard Avenue E""",Toronto,ON,M1T 3L4,43.7841207,-79.2917106,2.5,8,1,Grocery;Food
15182,IOFzd7mBYCopQQUlRivPCw,"""The Big Chill""",Palmerston,"""367 Manning Avenue""",Toronto,ON,M6G 2V6,43.6556537529,-79.4125161097,3.5,90,1,Ice Cream & Frozen Yogurt;Food
15185,MzDdDpDXFyqsWTtfXrZ15g,"""Pizza Pizza""",Riverdale,"""678 Queen Street E""",Toronto,ON,M4M 1G8,43.6588117,-79.3511769,2.5,5,1,Pizza;Restaurants;Chicken Wings;Italian
15186,UH6mET5JYZR6yPDVpTG9Og,"""Little Anthony's""",Financial District,"""121 Richmond Street W""",Toronto,ON,M5H 2K1,43.6503164,-79.3842467,3.5,101,1,Bars;Italian;Restaurants;Nightlife
15191,9OD0pQ0QYa_7dO-LbOBFZQ,"""Furama Cake and Desserts Garden""",Alexandra Park,"""248 Spadina Avenue""",Toronto,ON,M5T,43.6515848,-79.3978437,3.5,35,1,Food;Chinese;Restaurants;Bakeries
15194,kAVxFHQVEEYMbOI71sMNiA,"""True True""",Alexandra Park,"""456 Queen St W""",Toronto,ON,M5V 2A8,43.6482265,-79.399447,4.0,20,1,Pizza;Restaurants
15197,h72pAwJJUMeZ3J-JCoRfbw,"""Pacific Junction Hotel""",Corktown,"""234 King Street E""",Toronto,ON,M5A 1J9,43.6515112,-79.3677665,3.5,55,1,Restaurants;Canadian (New)
15200,_5XClj4E5VCIsEscbrrPKg,"""LoPan""",Little Italy,"""DaiLo, 503 College Street""",Toronto,ON,M6G 1A5,43.6559386,-79.4094603,4.0,15,1,Asian Fusion;Bars;Cocktail Bars;Nightlife;Restaurants;Chinese
15201,ZvtzjwRaGFfoDJ4gTQhrEw,"""Black Knight Restaurant & Tavern""",Dufferin Grove,"""858 College Street""",Toronto,ON,M6H 1A2,43.6543434,-79.4237508,2.5,13,1,Bars;Breakfast & Brunch;Nightlife;Restaurants;Dive Bars
15205,dMGT_S059U8hzMWxdf90SQ,"""Hotel Gelato""",,"""532 Eglinton Avenue W""",Toronto,ON,M5N 1B4,43.7035798,-79.4143654,4.0,56,1,Comfort Food;Cafes;Food;Restaurants;Ice Cream & Frozen Yogurt
15206,eBbAEg9DwtmTITdJylTD7A,"""A&W""",Entertainment District,"""8 Mercer Street""",Toronto,ON,M5V 0C4,43.6459842,-79.3899415,4.0,9,1,Burgers;Restaurants;Breakfast & Brunch;Fast Food
15208,26GAV3VSlt5gjxmshlTV2w,"""Broadview Bakery & Deli""",Riverdale,"""728 Queen St E""",Toronto,ON,M4M 1H2,43.65915,-79.3491993,4.5,6,1,Food;Bakeries
15209,UHpG5J3IzNFhdCAOvdhXfA,"""Richmond Kosher Bakery""",,"""4119 Bathurst Street""",Toronto,ON,M3H 3P1,43.7469834321,-79.4360259175,4.0,5,1,Specialty Food;Bakeries;Food
15214,8lupa8sxtlO1adKzHXBj6Q,"""Bistro in a Box""",Bickford Park,"""678 College St""",Toronto,ON,M6G 1B8,43.6552795,-79.4169168,4.0,6,1,Sandwiches;Restaurants
15217,HVXnt6ZlQ7fAm4fX76N2AQ,"""Starbucks""",The Annex,"""494 Bloor Street W""",Toronto,ON,M5S 1X8,43.6657967,-79.408922,2.5,18,1,Food;Coffee & Tea
15218,8MHEYBkI6vpyNEYiP3wvQQ,"""Tim Hortons""",Downtown Core,"""444 Yonge Street""",Toronto,ON,M5B 2H4,43.6611610549,-79.3833049453,2.5,15,1,Food;Coffee & Tea
15221,wVc3g-YfyDvkOLDecpr4DA,"""Five Doors North""",Mount Pleasant and Davisville,"""2088 Yonge Street""",Toronto,ON,M4S 2A3,43.7022152689,-79.397614373,4.0,95,1,American (New);Restaurants;Canadian (New);Italian
15223,VTs4f6LnUMHD4ysOezHSUQ,"""Smoke's Poutinerie""",Alexandra Park,"""578 Queen St W""",Toronto,ON,M5V 2B7,43.6472793,-79.4036524,3.0,74,1,Restaurants;Fast Food
15224,Mfpm24XLazC4iKVC3og-cQ,"""Subway""",Harbourfront,"""228 Queens Quay W, Unit 1""",Toronto,ON,M5J 2X1,43.6395470596,-79.3834815716,4.5,3,1,Food;Restaurants;Fast Food;Sandwiches
15225,Gh5zgKz5I5aE0qbpP1T9QA,"""Mad Dog Cafe""",Leslieville,"""817 Gerrard Street E""",Toronto,ON,M4M 1Y8,43.6670383,-79.3446777,4.0,35,1,Restaurants;Cafes;Food;Coffee & Tea;Breakfast & Brunch
15227,bxsXU-aCEwFgEJ8Ojfv84Q,"""Tim Hortons""",,"""2619 Yonge Street""",Toronto,ON,M4P 2J1,43.7148818,-79.3998187,3.5,3,1,Coffee & Tea;Food
15229,G6nv_1lxkr9XtN2r9ayD8g,"""Takimi""",,"""6233 Bathurst Street""",Toronto,ON,M2R 2A5,43.7920502666,-79.4445197488,2.5,18,1,Restaurants;Sushi Bars;Asian Fusion
15232,U8mNpPrXO6P3VGdUj9dFbQ,"""Butter Baker""",Downtown Core,"""120 Dundas Street W""",Toronto,ON,M5G 1C3,43.6558371,-79.3844562,4.0,32,1,Food;Desserts;Coffee & Tea;Patisserie/Cake Shop;Bakeries
15235,IxDYVpjEeCxZ8HsZnthvdw,"""Thai Basil""",,"""467 Bloor Street W""",Toronto,ON,M5S 1X9,43.665907,-79.4066932,3.0,120,1,Restaurants;Thai
15236,hWaptsAiWkxqCX9SFfJDkg,"""Nak Won""",Chinatown,"""471 Dundas Street W""",Toronto,ON,M5T 1G6,43.6530012,-79.3967849,3.0,58,1,Restaurants;Korean
15237,hrKpyKLTfSXHiNtuj1T_HA,"""Boar""",Mount Pleasant and Davisville,"""3 Glebe Road E""",Toronto,ON,M4S 1N6,43.7011239,-79.3970761,4.0,50,1,Restaurants;Sandwiches
15239,0HEezLfueKWLCy0Jeo6MiA,"""Rolltation""",Church-Wellesley Village,"""3 Carlton Street""",Toronto,ON,M5B 1L2,43.6612136,-79.3826809,3.5,9,1,Fast Food;Restaurants;Asian Fusion
15242,5XwfpotCAvDzPyAulk_m5A,"""Starbucks""",Downtown Core,"""1 Adelaide St E""",Toronto,ON,M5C 2V9,43.6502109,-79.3778936,3.5,6,1,Food;Coffee & Tea
15245,KrwGJBrSE3kN721yx-MzfQ,"""KINTON RAMEN""",Willowdale,"""5165 Yonge Street""",Toronto,ON,M2N,43.7697292,-79.4129302,3.5,218,1,Restaurants;Ramen;Japanese
15249,SqGY66bcJ2Tr5-egm5WvNQ,"""Saulter Street Brewery""",Riverdale,"""1-31 Saulter Street""",Toronto,ON,M4M 1H3,43.6583767631,-79.3463190837,4.5,3,1,Food;Breweries
15250,-Q5b2LGivWP_ZBwSovGCRQ,"""Thoroughbred Food & Drink""",Entertainment District,"""304 Richmond Street W""",Toronto,ON,M5V 3M6,43.6489494,-79.391628,4.5,102,1,Canadian (New);Vegetarian;Nightlife;Restaurants;Bars
15263,1QLO57LyvlljHDHnh7zcSA,"""Lisbon By Night Restaurant""",Little Italy,"""802 Dundas Street W""",Toronto,ON,M6J 1V3,43.6519447,-79.4086766,3.5,66,1,Restaurants;Portuguese
15266,U3Ah385YhvlraXsKcEeZ4g,"""Butler's Pantry""",Roncesvalles,"""371 Roncesvalles Avenue""",Toronto,ON,M6R 2M8,43.6501539,-79.4503069,3.0,54,1,Vegetarian;Moroccan;Indian;Comfort Food;Asian Fusion;Restaurants
15270,pzeb5vd0yC2yUKaRDyBrQg,"""What A Bagel - Spadina""",Entertainment District,"""130 Spadina Avenue, Unit 102A""",Toronto,ON,M5V 2L4,43.6471114738,-79.3958801811,3.0,133,1,Bakeries;Food;Bagels;Breakfast & Brunch;Restaurants
15272,gULK714e4SMqag-FHLDLNw,"""Lindt & Sprungli Canada""",Financial District,"""181 University Ave""",Toronto,ON,M5H 3M7,43.6492592,-79.3852966,4.5,3,1,Food;Candy Stores;Specialty Food
15274,3ohJ9WQLb5Cbb_j1zdJ-xg,"""Fabarnak Community Cafe and Catering""",Church-Wellesley Village,"""519 Church Street""",Toronto,ON,M4Y 2C9,43.6665099,-79.3808819,4.0,122,1,Event Planning & Services;Restaurants;Cafes;Canadian (New);Vegetarian;Soup;American (New);Sandwiches;Caterers
